,name,type,formed,location_x,stage,company,acquired,searchfund_index,searchWebsite,companyWebsite,industry,location_y,searchers,investors,associates,search time
1479,Indiana University  ,Self Funded,2020-05-06,Bloomington,Explore,,,1445,iu.edu,,,,['Michael\xa0Skizas'],[],[],
1480,Onyx Peak Capital  ,Traditional,2020-07-01,"Tampa, FL",Raise,,,1701,www.onyxpeakcapital.com,,,,['Justin\xa0Loutfy'],[],[],
1481,Vogl Ventures  ,Self Funded,,"New York, NY, United States",Search,,,1957,https://www.voglventures.com/,,,,['Ron\xa0Vogl'],[],[],
1482,Acta Ventures  ,Self Funded,2017-08-31,"Pittsburgh, PA, USA",Search,,,934,actaventures.com,,,,"['Carl\xa0Koubek', 'Jordan\xa0Leach']",[],[],
1483,Jentri  ,Traditional,,"Washington D.C., DC, USA",Search,,,1190,https://www.jentry.io/,,,,['Jonathan\xa0Mason'],[],[],
1484,Fleury Partners  ,Traditional,2020-03-01,"London, UK",Search,,,1446,,,,,"['Altemur\xa0Kursunlu', 'Sahaj\xa0Dasot ']",[],[],
1485,Turo Park Capital ,Self Funded,2020-10-01,"Toronto, ON, Canada",Explore,,,1702,www.turoparkcapital.ca,,,,['Calvin\xa0Benchimol'],[],[],
1486,"S5, LLC  ",Traditional,,"New York, NY, United States",Explore,,,1958,,,,,['Anthony\xa0Harpel'],[],[],
1487,Adamantine Value  ,Traditional,2018-07-02,"New York, NY, USA",Raise,,,935,www.adamantinevalue.com,,,,['Joanna\xa0Vu'],['Zoheb\xa0Chinoy'],[],
1488,Palestra Capital  ,Traditional,2020-05-11,"Houston, TX, USA",Raise,,,1447,www.palestra-capital.com,,,,['Joe\xa0Gulotta'],[],[],
1489,Dundee Energy & Infra Capital  ,Single Sponsor,2018-04-01,"London, UK",Acquired,Energy x Infra x Telecoms,,1703,,,,,['Derek\xa0Smith'],[],[],
1490,Seneca Health Ventures  ,Traditional,2020-06-01,"New York, New York, United States",Search,,,1959,https://www.senecahealthventures.com/,,,,['Neil\xa0Bansal'],[],[],
1491,"Antelum Capital Partners, LLC  University of Pennsylvania - The Wharton School",Traditional,2006-09-01,"Reston, VA, United States",Inactive,,,424,,,,,['Ken\xa0Gordon '],[],[],
1492,Savoia Capital Partners  ,Traditional,2017-08-11,"Alexandria, VA, United States",Search,,,680,www.savoiacapital.com,,,,['David\xa0Bowie'],"['Andy\xa0Love', 'Brad\xa0Buser', 'B.A.\xa0Cullum', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'Chris\xa0Sekula', 'Natalie\xa0Cryer', 'Tushar\xa0Shah', 'Stephen\xa0Clearman', 'Michael\xa0Miles', 'Carlos\xa0Saez', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Nicolas\xa0Lulli', 'Alfonso\xa0Blohm', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Todd\xa0Tracey', 'Badge\xa0Stone', 'Macon\xa0Carroll', 'Ed\xa0Weisiger ', 'Brad\xa0Brown', 'Tom\xa0Cassutt', 'David\xa0Dodson', 'J.T.\xa0Fitzgerald', 'Sam\xa0Duprey ', 'Ivy\xa0Grant ', 'Mark\xa0Hilderbrand ', 'David\xa0Lazier', 'Joe\xa0Niehaus', 'Susan\xa0Pohlmeyer', 'Barry\xa0Reynolds ', 'Andrew\xa0Saltoun ', 'Mike\xa0Smerklo', 'Will\xa0Thorndike', 'Jim\xa0Vesterman', 'Graham\xa0Weaver', 'Kent\xa0Weaver']",[],
1493,Amplify Capital  ,Traditional,2019-07-23,"New York, NY, USA",Search,,,1192,,,,,['John\xa0Chen'],[],[],
1494,Optiga Capital Partners  ,Traditional,2020-05-14,"Toronto, ON, Canada",Explore,,,1448,,,,,['Shreyas\xa0Lakshminarayan'],[],[],
1495,Aliante Capital  ,Traditional,2020-09-01,"Monterrey, Mexico",Raise,,,1704,,,,,['Armando\xa0Garrido'],[],[],
1496,"Next Idea Investments, LLC  ",Traditional,,"Allen, TX, USA",Explore,,,1960,,,,,['Jaideep\xa0Lamba'],[],[],
1497,Novac Partners  ,Self Funded,2018-02-01,"London, UK",Search,,,937,http://novac.co/index.html,,,,"['Robert\xa0Pirow', 'Dr.\xa0Arun Shanti ']","['Serge\xa0Santos ', 'Tom\xa0Pickering ']",[],
1498,Red Ridge Partners  ,Self Funded,,USA,Explore,,,1449,,,,,['Edward\xa0Velasquez'],[],[],
1499,Sonmarg Capital  ,Self Funded,,"London, UK",Search,,,1705,,,,,['Haris\xa0Khan'],[],[],
1500,Bullpen Investments  ,Self Funded,,"San Diego, CA, USA",Search,,,1961,https://bullpeninvestments.com/,,,,['Wayne\xa0Taylor'],[],[],
1501,King Hall ,Self Funded,2017-01-01,"Wilmington, North Carolina, United States",Search,,,426,,,,,['Ahron\xa0Oddman'],[],[],
1502,Kay Capital  ,Self Funded,2020-04-01,"Los Angeles, CA, USA",Raise,,,1450,www.MeetKay.com,,,,['Jeremy\xa0Kahn'],[],[],
1503,Simetra Operator Fund  ,Traditional,2018-11-01,"Raleigh, NC, USA",Search,,,1706,https://www.simetraoperatorfund.com/,,,,['Jake\xa0Chernansky'],"['Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Andy\xa0Love', 'Brad\xa0Buser', 'B.A.\xa0Cullum', 'Bob\xa0Niehaus ', 'Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Tiffany\xa0Augustyn', 'Mark\xa0Hilderbrand ', 'Will\xa0Thorndike', 'Peter\xa0Niehaus', 'Dave\xa0Carver ', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Todd\xa0Tracey', 'Todd\xa0Currie ', 'Sylvie\xa0Currie ', 'Scott\xa0Alderman', 'Cregg\xa0Baumbaugh', 'Mitch\xa0Cohen', 'Aaron\xa0Perrine', 'Saumil\xa0Jariwala', 'Ed\xa0Weisiger ', 'Badge\xa0Stone', 'Macon\xa0Carroll', 'Walker\xa0Hobson', 'Ted\xa0Baxa']",[],
1504,"Sage Point Capital, LLC  ",Traditional,2019-05-01,"New York, NY, USA",Explore,,,1962,http://www.sagepointllc.com/,,,,['Sanjay\xa0Pamnani'],[],[],
1505,Craft Equity  ,Traditional,2017-08-18,"New York, NY, USA",Search,,,939,,,,,"['John\xa0Holsapple', 'John\xa0Fanning', 'Zachary\xa0Cooper-Vastola ', 'Gregory\xa0Shapiro']",[],[],
1506,Serendipity  ,Traditional,2019-07-26,"Washington D.C., DC, USA",Explore,,,1195,,,,,['Erik\xa0Korondy'],[],[],
1507,JL Capital Group  ,Traditional,2017-07-17,"Denver, CO, USA",Search,,,1451,http://jlcapital.group,,,,['Joseph\xa0Lassen'],[],[],
1508,Sylmar Group  ,Traditional,2019-03-01,"Los Angeles, CA, USA",Search,,,1707,https://www.sylmargrp.com/,,,,"['Michael\xa0Warady', 'Peter\xa0Brooks']",[],[],
1509,"McFarlin Partners, LLC  ",Self Funded,2020-05-01,"Austin, Texas, United States",Search,,,1963,https://mcfarlinpartners.com/,,,,['Tristan\xa0Cossey'],[],[],
1510,Sektra Capital  Yale University - School of Management,Self Funded,2016-01-01,"São Paulo Area, Brazil",Search,,,428,http://www.sektracapital.com/,,,,['Francisco\xa0Neto'],[],[],
1511,Praedium Capitis  ,Traditional,2018-08-06,"Toronto, ON, Canada",Raise,,,940,,,,,['Todd\xa0Ramsey'],[],[],
1512,SDG Transmission  ,Traditional,2020-09-10,"Lille, France",Search,,,1196,https://www.sdgtransmission.com/,,,,['Stephane\xa0Gounari'],"['Benoît\xa0DAVID', 'Herbert\xa0Doleisch', 'Carsten\xa0Schemmel', 'Matthias\xa0Knaur', 'Jose\xa0M Cabiedes ', 'Simon\xa0Bores ', 'Jose\xa0Larraz', 'Robert\xa0Dahl ', 'Kent\xa0Weaver', 'Enrico\xa0Arietti', 'Alfonso\xa0Barandiarán ', 'Stephane\xa0Escabasse', 'José\xa0Moreno']",[],
1513,Carablu Capital  ,Self Funded,2020-03-01,"North Carolina, USA",Search,,,1452,https://carablucapital.com/,,,,['David\xa0Jewell'],[],[],
1514,Ti Leaf Capital  ,Self Funded,2020-01-01,"Providence, RI, USA",Search,,,1708,https://tileafcapital.com/,,,,['Soumangue\xa0Basse'],"['Carl\xa0Allen ', 'Adam\xa0Markley ', 'Sarah\xa0Lieb ', 'Taylor\xa0Latham ']",[],
1515,Trego Partners  ,Traditional,2020-11-01,"Charlotte, NC, USA",Search,,,1964,https://tregoinnovations.com/,,,,['Patrick\xa0Shelton'],[],[],
1516,Zephyr Ventures  ,Self Funded,2010-06-01,Singapore,Search,,,685,http://www.zephyrventures.com,,,,"['Monisha\xa0Varadan', 'Joachim\xa0Vandaele']",['Brad\xa0Buser'],[],
1517,"Slipstream Capital, LLC  ",Traditional,2018-07-01,"Alexandria, VA, USA",Search,,,941,https://www.slipstream.online/,,,,['Daniel\xa0McFarland '],"['Jeff\xa0Stevens', 'Michael\xa0Mahre']",[],
1518,GWCapital  ,Traditional,,Belgium/France,Raise,,,1197,,,,,['Gregory\xa0Wauters'],[],[],
1519,"Shepherd Pacific, LLC  ",Self Funded,2019-12-14,"Seattle, WA, USA",Explore,,,1453,shepherdpacific.com,,,,['Tom\xa0Courlas'],[],[],
1520,Epilogue Capital  ,Self Funded,2019-11-01,"San Diego, CA, USA",Search,,,1709,,,,,['Luis\xa0Calderon'],[],[],
1521,"BioZage, Inc  ",Traditional,,"NJ, USA",Explore,,,1965,,,,,['Michael\xa0Zanette '],[],[],
1522,Rhea Partners  INSEAD,Traditional,2011-02-01,"Brussels, Belgium",Inactive,,,686,https://sites.google.com/site/rheapartner/team,,,,"['Cedric\xa0Brusselmans', 'Bruno\xa0Vaes', 'Vincent\xa0Corbiau']",[],[],
1523,Paltus Capital  ,Traditional,2018-08-01,Guatemala,Search,,,942,www.paltuscapital.com,,,,['Ramiro\xa0Alfaro'],"['Cristián\xa0Minondo', 'Melanie\xa0Dougherty']",[],
1524,"Atlantic Avenue Capital, LLC  ",Self Funded,,"West Palm Beach, FL, USA",Search,,,1454,www.atlanticavenuecapital.com,,,,['Todd\xa0Siegel'],"['Walker\xa0Deibel', 'Dan\xa0Abbate ']",[],
1525,"JMTC, LLC  ",Self Funded,2012-05-01,"Truckee, California, United States",Search,,,1966,https://www.jakeknight.co/,,,,['Jake\xa0Knight'],[],[],
1526,Four Guys Capital  ,Self Funded,2015-08-08,"Boston, MA, United States",Acquired,,,175,https://fourguyscapital.com,,,,"['John\xa0Holsapple', 'John\xa0Fanning', 'Zachary\xa0Cooper-Vastola ', 'Gregory\xa0Shapiro']",[],[],
1527,Monteagle Partners  ,Traditional,2017-06-01,"Nashville, TN, United States",Acquired,FusionSite,,687,https://monteaglepartners.squarespace.com/,https://www.fusionsiteservices.com/,Business Services,"La Vergne, TN, USA",['Newt\xa0Pate'],"['Andrew\xa0Saltoun ', 'Blake\xa0Winchell ', 'Brian\xa0Terp ', 'Butch\xa0Hoover ', 'Craig\xa0Burr ', 'Coley\xa0Andrews', 'Dewitt\xa0Thompson ', 'Doug\xa0Tudor ', 'Frank\xa0Majors ', 'Gerald\xa0Risk', 'Jason\xa0Pananos', 'Jay\xa0Davis', 'Joe\xa0Niehaus', 'John\xa0Thompson ', 'Kent\xa0Weaver', 'Matthew\xa0Burr', 'Michael\xa0Aubrey ', 'Susan\xa0Pohlmeyer', 'Will\xa0Thorndike', 'Brett\xa0Byers ']",[],
1528,Southeast Acquisition Capital  ,Single Sponsor,2018-06-28,"Nashville, TN",Search,,,943,www.southeastacquisition.com,,,,"['Jim\xa0Ward', 'Michael\xa0Morosi']",[],[],
1529,Center Element Capital  ,Self Funded,2020-05-01,"Nashville, TN, USA",Search,,,1455,,,,,"['Daniel\xa0Heckman', 'Matt\xa0Alva ']",[],[],
1530,Parkland Group Industries  ,Traditional,,"St. Louis, Missouri, USA",Search,,,1967,,,,,['John\xa0Sedgwick'],[],[],
1531,Signal Hill  ,Traditional,2019-07-01,"Spokane, Washington",Explore,,,1200,,,,,['Michael\xa0Pearson '],[],[],
1532,Riverside Search Partners  ,Traditional,,"Sydney NSW, Australia",Explore,,,1456,,,,,['Ruvimbo\xa0Tagwira'],[],[],
1533,Private Investment Fund  ,Self Funded,2017-05-01,"Boston, MA, USA",Inactive,,,1712,,,,,['Scott\xa0Moraes'],[],[],
1534,Libre Growth Partners  ,Traditional,,"Miami, Florida, United States",Search,,,1968,https://www.libregrowthpartners.com/,,,,"['Ross\xa0Hickey', 'Manny\xa0Fragata']",[],[],
1535,G3B Capital  University of Rochester,Traditional,2007-06-01,"Miami, FL, United States",Inactive,,,433,,,,,['Terry\xa0Jaillet '],[],[],
1536,Terra Ridge Capital ,Self Funded,2021-01-04,"Teaneck, NJ, USA",Search,,,945,,,,,['Angela\xa0Zenon'],[],[],
1537,"Mobius Holdings, LLC  ",Self Funded,2017-12-01,"New York, NY, USA",Search,,,1201,https://mobiusholdings.com/,,,,"['Ryan\xa0Brauchler', 'Nicolas\xa0Doering ']",[],[],
1538,Continuance Capital  ,Self Funded,2020-05-04,London,Search,,,1457,www.continuancecapital.co.uk,,,,"['Tarun\xa0Abraham', 'Tim\xa0Hayward']",[],[],
1539,NA  ,Self Funded,2020-11-06,"Charlotte, NC, USA",Explore,,,1713,,,,,['Bill\xa0Stafford'],[],[],
1540,Nalim Capital  ,Traditional,,"São Paulo, SP, Brasil",Explore,,,1969,,,,,['Marianna\xa0Magnoni'],[],[],
1541,Appalachian Partners  Cornell University - College of BusinessJustin Shuman,Self Funded,2016-11-04,"Philadelphia, PA, United States",Explore,,,178,,,,,['Justin\xa0Shuman'],[],[],
1542,HH Capital  ,Traditional,2019-01-01,"Chicago, IL, USA",Search,,,1202,https://www.hhcap.co,,,,['David\xa0Sachs '],[],[],
1543,Simple Pro Ventures  ,Self Funded,2020-01-15,"Birmingham, AL, USA",Search,,,1458,www.simpleproventures.com,,,,['Jeremy\xa0Carter'],[],[],
1544,Vela Capital Partners II  ,Traditional,2020-11-02,"Mexico City, CDMX, México",Raise,,,1714,www.velacapitalpartners.com,,,,['Andres\xa0Hinojosa Gallardo'],[],[],
1545,The Gallowae Group  ,Traditional,2013-11-01,"New Haven, CT, United States",Inactive,,,435,http://www.gallowae.com/,,,,['Greg\xa0Matthews'],"['Lacey\xa0Wismer', 'Joel\xa0Peterson', 'Aaron\xa0Gabbart', 'Robert\xa0Whitelaw', 'Rick\xa0Bruder', 'Dick\xa0Burridge']",[],
1546,Outset Capital Partners  ,Traditional,2017-06-01,"Alexandria, VA, USA",Inactive,,,947,website inactive: outsetcapitalpartners.com,,,,['John\xa0Hackerson'],[],[],
1547,"Dill Holdings, LLC  ",Traditional,2018-03-01,"Dillsburg, PA, USA",Explore,,,1203,https://dillholdings.com/,,,,['Ryan\xa0Laney '],[],[],
1548,RiverRun Capital LLC  ,Traditional,2020-01-15,"San Diego, CA, USA",Search,,,1459,https://www.riverruncap.com/,,,,['Naim\xa0Abdullah'],"['Jonathan\xa0Yellen', 'Glenn\xa0Carlin', 'Greg\xa0Geronemus', 'David\xa0Rosner ', 'Guillermo\xa0Zambrano', 'Angel\xa0Alvarez Cadavieco', 'Javier\xa0Paez', 'Dave\xa0Carver ', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Todd\xa0Tracey', 'Nick\xa0Arellano', 'Doug\xa0Tudor ', 'Peter\xa0Schober', 'Will\xa0Bressman', 'Pete\xa0Viscardo ', 'Rob\xa0Gordon ', 'Jon\xa0Staenberg', 'G.J.\xa0King ']",['Michael\xa0Guptill '],
1549,E-Com fund  ,Self Funded,2020-11-10,"Bengaluru, Karnataka, India",Raise,,,1715,,,,,['Abhishek\xa0Fakiraswamimath'],[],[],
1550,Bay Investment Partners  ,Single Sponsor,2008-06-01,"San Francisco, CA, United States",Inactive,,,692,,,,,['Andy\xa0Mowat'],['Graham\xa0Weaver'],[],
1551,Sable Pass LLC  ,Traditional,2018-07-01,"Boston, MA, USA",Search,,,948,https://www.sablepassllc.com/,,,,['Tim\xa0Mendoza'],"['Timothy\xa0Bovard', 'Jeremy\xa0Silverman', 'Chris\xa0Fuller']",[],
1552,General Pacific Capital  ,Traditional,2019-07-02,"Hailey, ID, USA",Search,,,1204,www.generalpacificfund.com,,,,['Joel\xa0Loveday'],[],[],
1553,Canyonlands Funds  ,Traditional,2019-12-06,"New York, NY, USA",Explore,,,1460,www.canyonlandsfund.com,,,,"['Caroline\xa0Matthews', 'Caroline\xa0Matthews', 'Connor\xa0McCarthy']",[],[],
1554,Vinchess Investors  ,Traditional,2020-11-08,"Dallas, TX, USA",Search,,,1716,www.vinchessinvestors.com,,,,['Charlie\xa0Wesley'],[],[],
1555,Pastrol Ventures  ,Self Funded,,"Melbourne VIC, Australia",Explore,,,1972,,,,,['Charles \xa0Francis'],[],[],
1556,CCS Capital  ,Traditional,2017-08-25,"Cambridge, MA, United States",Raise,,,693,www.ccsgrowthpartners.com,,,,['Michael\xa0Ballard'],[],[],
1557,Deodora Capital Partners  ,Self Funded,2019-08-02,"Palo Alto, CA, USA",Search,,,1205,https://deodoracapital.com/,,,,['Bret\xa0Sewell'],[],[],
1558,"Maryville Crest, LLC  ",Traditional,2020-03-01,"New York, NY, USA",Search,,,1461,https://www.maryvillecrest.com/,,,,['Dan\xa0Schweber'],[],[],
1559,ElevTrust Capital  ,Traditional,,"San Diego, CA, USA",Raise,,,1717,,,,,"['Jerry\xa0Liu', 'Cody\xa0Bollerman']",[],[],
1560,The Lovell Fund  ,Traditional,2020-01-01,"Bronx, NY, United States",Explore,,,1973,,,,,['Brandon\xa0Lovell'],"['Tim\xa0Dibble ', 'Phil\xa0Thompson ', 'Jesicca\xa0Reed ', 'Chris\xa0Dias ', 'Tim\xa0Alexson ']",[],
1561,Leonis Partners  ,Traditional,2013-01-01,"Atlanta, GA, United States",Inactive,,,438,http://leonispartners.com/,,,,"['Derick\xa0Schaudies', 'Robert\xa0Koven']","['Jeff\xa0Stevens', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Ashley\xa0Giesler', 'Ravi\xa0Mallik', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Richard\xa0Augustyn', 'Larry\xa0Dunn']",[],
1562,Willow Crest Capital  ,Self Funded,2018-01-01,"Dallas, TX, USA",Search,,,950,https://www.willowcrestcapital.com/,,,,['Elie\xa0Rosenberg'],[],[],
1563,Bromegrass Capital  ,Traditional,2019-08-19,"Kansas City, MO, USA",Search,,,1206,http://bromegrasscapital.com/,,,,['Robert\xa0Powell'],[],[],
1564,High Aspect  ,Self Funded,2020-05-01,"Salt Lake City, UT, USA",Search,,,1462,,,,,['Michael\xa0Cianelli'],[],[],
1565,Steadfast Horizon  ,Traditional,2020-11-09,"Las Vegas, NV, USA",Search,,,1718,www.steadfasthorizon.com,,,,"['Joe\xa0Odell', 'Jessica\xa0Patterson', 'Jessica\xa0Patterson']",['Benoît\xa0DAVID'],[],
1566,Blue Ridge  ,Traditional,,"New York, NY, USA",Search,,,1974,https://www.goblueridge.co/,,,,['Cameron\xa0Wertheimer'],[],[],
1567,"Steep Stone, LLC  ",Traditional,,"Cambridge, MA, USA",Raise,,,1207,,,,,['Luiz\xa0Etzel'],[],[],
1568,Alamar Partners  ,Traditional,2019-12-05,"Santa Barbara, CA, USA",Search,,,1463,https://www.alamarpartners.com/,,,,"['Chris\xa0Lueck', 'Ben\xa0Knoll ']","['Rob\xa0Ketterson', 'Kent\xa0Weaver']",[],
1569,Line 21 Capital  ,Self Funded,2020-08-15,"Florida, USA",Search,,,1719,,,,,['Eric\xa0Wiseman'],[],[],
1570,PW Acquisitions LLC  ,Self Funded,2020-11-15,"New York, NY, USA",Explore,,,1975,,,,,['Peter\xa0Wirtshafter'],[],[],
1571,Bowhead Capital  ,Self Funded,2017-09-15,Boston,Inactive,,,696,www.bowheadcapital.com,,,,['Joey\xa0Tagliente'],[],[],
1572,Penn Cove LLC  ,Traditional,2019-08-01,"Boston, MA, USA",Search,,,1208,,,,,['Chad\xa0Asmus '],[],[],
1573,Ripple Ventures  ,Self Funded,2020-06-01,"Florida, USA",Explore,,,1464,www.therippleventure.com,,,,['Michael\xa0Tocci'],[],[],
1574,Landale Partners  ,Traditional,2020-01-12,"London, UK",Search,,,1720,https://www.landale.co.uk/,,,,"['Vitten\xa0Nath Varma', 'Oliver\xa0Field-Johnson']","['Will\xa0Thorndike', 'Will\xa0Bressman', 'G.J.\xa0King ', 'Tushar\xa0Shah', 'Tobias\xa0Raeber ', 'Simon\xa0Webster', 'Kurt\xa0Leedy', 'Kyle\xa0Coots', 'Jose\xa0M Cabiedes ', 'Jason\xa0Pananos', 'Jay\xa0Davis']",[],
1575,The HRJ Company  ,Traditional,,"Dallas, Texas, United States",Explore,,,1976,https://www.hrjcompany.com/,,,,['Derek\xa0Tarlecki'],[],[],
1576,Sharpened Iron Capital  ,Single Sponsor,,"Concord, NC, USA",Acquired,"XLNT Bakeries, LLC",,697,,,,,['Matthew\xa0Askren'],['Paul\xa0Bennett'],[],
1577,Laika Legacy  ,Self Funded,2017-06-14,"Durham, NC, USA",Search,,,953,http://laikalegacy.com,,,,['Michael\xa0Marchetto'],[],[],
1578,"Republic Square, LLC  ",Self Funded,2019-07-22,"Austin, TX, USA",Search,,,1209,www.republicsquarellc.com,,,,['Eric\xa0Kaufman'],[],[],
1579,Alberto Cabello  ,Self Funded,,"Madrid, Spain",Explore,,,1721,,,,,['Alberto\xa0Cabello Morales'],[],[],
1580,Blue Guard Capital  ,Traditional,2020-05-01,"New York, New York, United States",Search,,,1977,https://www.blueguardcapital.com/,,,,['Kris\xa0Sandor'],[],[],
1581,Amerigo Capital  ,Self Funded,2015-08-01,"Irvine, CA, United States",Inactive,,,698,http://amerigocap.com/,,,,['Chris\xa0Thomas '],"['Adam\xa0Horowitz ', 'Peter\xa0Nanula ', 'Jack\xa0Zeineh ', 'Ryan\xa0Lissauer ', 'Ryan\xa0Callaghan ', 'Ned\xa0Tomasevic']","['Timo\xa0Kilp ', 'Spencer\xa0Corwin ']",
1582,Patagonia Investments  ,Traditional,2017-08-31,"District of Columbia, DC, USA",Search,,,954,http://patagoniainvestments.com,,,,['Ehsan\xa0Roosta'],[],[],
1583,Hunter Trust  ,Single Sponsor,2019-06-01,"Austin, TX, USA",Search,,,1210,www.huntertrust.com,,,,['Byron\xa0Evans'],"['Lacey\xa0Wismer', 'Andrew\xa0Hunter ']",[],
1584,MPower Industries  ,Self Funded,2019-12-11,"Atlanta, GA, USA",Search,,,1466,,,,,['Michael\xa0Anton'],[],[],
1585,Prairie Fire Partners  ,Self Funded,2020-07-30,"Overland Park, KS, USA",Search,,,1722,www.prairiefire.partners,,,,['Melissa\xa0Ver Meer'],[],[],
1586,Solit Strategies  ,Traditional,2020-02-01,"Los Angeles, CA, USA",Explore,,,1978,,,,,['Alexi\xa0Solit'],[],[],
1587,Opal Capital  ,Traditional,2017-08-01,"Toronto, ON, Canada",Search,,,699,http://opalcappartners.com/,,,,['Daniel\xa0Gonsenhauser'],"['Jim\xa0Southern', 'Tushar\xa0Shah', 'Michael\xa0Miles', 'Carlos\xa0Saez', 'Bill\xa0Egan ', 'Mark\xa0Egan ', 'Michael\xa0Arblaster', 'Jeffrey\xa0Tung', 'Wei\xa0Lin', 'Daniel\xa0Kim', 'Mario\xa0Nigro', 'Matthew\xa0Burr', 'Craig\xa0Burr ', 'Duane\xa0Phillips ', 'J.T.\xa0Fitzgerald', 'Sam\xa0Duprey ', 'Coley\xa0Andrews', 'Keith\xa0Gross', 'Jonathan\xa0Schatz']",['Michael\xa0Wong '],
1588,Mercure Capital  ,Traditional,2017-04-26,"Cambridge, MA, USA",Search,,,955,http://www.mercurecapital.com,,,,"['Brian\xa0Bonk', 'Ryan\xa0Alberts']","['Rick\xa0Ruback', 'Royce\xa0Yudkoff']",[],
1589,The Foss Mountain Company  ,Traditional,2020-05-01,"San Diego, CA, USA",Raise,,,1467,www.fossmtn.co,,,,['Ian\xa0Hossfeld'],[],[],
1590,Shunga Trails  ,Traditional,2020-11-16,"Dallas, TX, USA",Search,,,1723,https://www.shungatrails.com/,,,,['Richard\xa0Kent'],"['Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Vince\xa0Vo ', 'Greg\xa0Matthews', 'Mike\xa0Mahre ', 'Clint\xa0Peterson', 'Joel\xa0Peterson', 'Chase\xa0Jardine', 'Dave\xa0Carver ', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Todd\xa0Tracey', 'Jason\xa0Pananos', 'Jay\xa0Davis', 'Richard\xa0Augustyn', 'Lawrence\xa0Dunn ', 'Tiffany\xa0Augustyn', 'Matthew\xa0Zucker ', 'Mark\xa0Sinatra', 'Andy\xa0Love', 'Brad\xa0Buser', 'B.A.\xa0Cullum', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'Natalie\xa0Cryer', 'Alex\xa0Gelman', 'Kirill\xa0Gelman ', 'Alex\xa0Wang']",[],
1591,TrustTree  ,Traditional,,"Dallas, TX, USA",Explore,,,1979,,,,,['Bruce\xa0Ware'],[],[],
1592,Danville Capital LLC  INSEAD,Traditional,2012-09-01,"San Mateo, CA, United States",Inactive,,,444,,,,,['Jake\xa0Nicholson'],"['Timothy\xa0Bovard', 'Lacey\xa0Wismer', 'Scott\xa0Asen', 'Robert\xa0Dahl ', 'David\xa0Dodson', 'Jim\xa0Ellis', 'Peter\xa0Kelly', 'Bob\xa0Oster ', 'Gerald\xa0Risk', 'Jim\xa0Sharpe', 'Kevin\xa0Taweel', ""MK\xa0O'Connell"", ""Michael F\xa0O'Connell"", 'Jim\xa0Southern', 'Coley\xa0Andrews']",[],
1593,"Southern Equity Alpha Partners, LLC  ",Traditional,2018-08-20,"Atlanta, GA, USA",Search,,,956,https://www.southernalpha-ep.com/,,,,['Nicholas\xa0Browner'],"['Sara\xa0Rosenthal', 'Craig\xa0Jones', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'David\xa0Dodson', 'Susan\xa0Pohlmeyer', 'Jason\xa0Pananos', 'Jay\xa0Davis', 'Gerald\xa0Risk', 'Bill\xa0Egan ', 'Barry\xa0Reynolds ', 'Mark\xa0McLaughlin', 'Mike\xa0Smerklo', 'Thomas\xa0Schulz', 'Dustin\xa0Sellers ']",[],
1594,Clypeum Capital  ,Self Funded,,"Delaware, USA",Search,,,1468,,,,,"['Adolph\xa0DuBose', 'Thomas\xa0Charlton']",[],[],
1595,Ceannaire Capital  ,Self Funded,2020-10-05,"Pittsburgh, PA, USA",Search,,,1724,www.ceannairecapital.com,,,,['John\xa0Gleason'],[],[],
1596,ESTC Equity  ,Self Funded,,"Austin, TX, USA",Explore,,,1980,,,,,['Titus\xa0Capilnean'],[],[],
1597,Thoreau Group  ,Traditional,2014-01-01,"New York, NY, United States",Inactive,,,445,,,,,['Augustin\xa0Sayer '],['Lacey\xa0Wismer'],"['Chris\xa0Gerndt ', 'Nicholas\xa0Biesiada ', 'Makayla\xa0Stephens ', 'Flavio\xa0Colnaghi']",
1598,-,Traditional,2019-09-01,Switzerland,Explore,,,1213,,,,,[],[],[],
1599,The Capitol Projects  ,Self Funded,2012-06-12,"Hyderabad, Telangana, India",Raise,,,1469,,,,,"['Murali\xa0Bukkapatnam', 'Subash\xa0Boda Chandra Bose ']",[],[],
1600,Six Degree Search  ,Self Funded,2020-12-01,"San Diego, CA, USA",Inactive,,,1725,www.sixdegree-search.com,,,,['Scott\xa0Houck'],[],[],
1601,"North Canal Ventures, LLC  ",Traditional,2020-12-01,"Boston, Massachusetts, United States",Search,,,1981,https://northcanalventures.com/,,,,"['Jeff\xa0Surette', 'Danny\xa0Haluska ']",[],[],
