,name,type,formed,Search Location,stage,company,acquired,Searchfund Index,searchWebsite,companyWebsite,industry,Acquistion Location,searchers,investors,associates,Search Length,search long,search lat,acquisition lat,acquisition long,Miles Between Search and Acquisiton
76,Geminus Capital Partners  ,Traditional,2007-07-07,"Philadelphia, PA, United States",Acquired,Penn Warranty Corporation,2008-01-01,222,http://www.geminuscapital.com/,https://www.pennwarranty.com/,Insurance,"Wilkes-Barre, PA, United States",'Jude Tuma',"'Ralph Vogel', 'Grant Gund', 'Will Thorndike', 'Jim Wilder', 'Joe Niehaus', 'Paul Davies', 'Rene Lajous', 'Chris Sekula', 'Bill Egan ', 'Craig Burr ', 'David Dodson', 'David Lazier', 'Jim Southern', 'John Kephart ', 'Jos Stella', ""Michael F O'Connell"", 'Rafael Somoza', 'Scott Asen', 'Tom Cassutt'",,178,-75.1635262,39.9527237,41.2464824,-75.8817316,97.00526571587321
77,Ashford Venture Partners  ,Traditional,2007-03-03,"San Juan, Puerto Rico",Acquired,QMC Telecom,2008-01-01,200,,http://www.qmctelecom.com.br/,Utilities,"San Juan, Puerto Rico","'Rafael Somoza', 'Jos Stella'","'Todd MacLean ', 'Morgan Livermore ', 'Will Thorndike', 'Jim Wilder', 'Joe Niehaus', 'Quadrant Capital Advisors ', 'Aaron Gabbart', 'Joel Peterson', 'Jim Southern', 'David Dodson', 'Coley Andrews'",'Sebastian Perez Restrepo',304,-66.116666,18.465299,18.465299,-66.116666,0.0
78,BearTree Partners  ,Traditional,2005-08-08,"Los Angeles, CA, United States",Acquired,Verengo,2008-01-01,215,,http://www.verengosolar.com/,Consumer Services,"Orange County, CA, United States","'Randy Bishop', 'Ken Button '","'Tim Ludwig', 'Tom Cassutt', 'David Lazier', 'David Carver', 'Jim Edmunds'",,876,-118.242766,34.0536909,33.7500378,-117.8704931,29.932357641497067
79,Johns Creek Partners  ,Traditional,2007-01-01,"Norcross, GA, United States",Acquired,"Medical Positioning, Inc",2008-02-12,390,,http://www.medicalpositioning.com/,Manufacturing,"Kansas City, MO, United States",'Ruben Salinas ',"'Robert Anderson ', 'Scott Asen', 'Craig Burr ', 'Stephen Clearman', 'Owen Colligan ', 'David Dodson', 'Bill Egan ', 'Jaime Irick ', 'Brett Keith ', 'Rafael Somoza', 'Jim Southern', 'Jos Stella', 'Howard Stevenson ', 'Will Thorndike', 'David Carver', 'Jim Edmunds', 'Rich Kelley'",,407,-84.2135309,33.9412127,39.100105,-94.5781416,676.2779238111292
80,"Violet Hill Ventures, LLC  ",Traditional,2004-01-01,Pasadena CA,Acquired,"Sparling Instruments, LLC",2008-05-01,470,,http://www.sparlinginstruments.com/,Manufacturing,"El Monte, California, United States",'Yosufi Tyebkhan ',,,1582,-118.1444779,34.1476452,34.0751571,-118.036849,7.936825151873484
81,Pinamar Investments  ,Self Funded,2006-06-06,"Denver, CO, United States",Acquired,Wyatt Towing,2008-06-06,220,,http://www.wyattstowing.com/,Transportation,"Denver, CO, United States",'Troy Porras',,,731,-104.9848623,39.7392364,39.7392364,-104.9848623,0.0
82,HWI Partners - Search Fund I,Traditional,2005-03-01,"Wilmington, DE, United States",Acquired,Custom Cable (and others),2008-07-01,484,https://hwipartners.com,https://hwipartners.com,Business Services,"Tampa, FL, United States",'Martin Hunt ',"'Bertram Scott ', 'Earl F.Hilliard ', 'Brian Holland ', 'Lee Ciccarelli ', 'Preston Polk ', 'James Thornton ', 'Stephen Hurly ', ""Michael F O'Connell"", 'Joe McGhee', 'Will Thorndike', 'Howard Stevenson ', 'Samuel J. Boyd Jr.', 'Alexander Wit ', 'Kenneth (Ken) Hunt '",,1218,-75.546589,39.7459468,27.9477595,-82.458444,905.7931265834746
83,Gordian Capital ,Traditional,2008-01-01,"New York, NY, United States",Acquired,Staff One,2008-07-01,466,http://www.gordiancapital.com/,http://www.staffone.com,Business Services,"Dallas, TX, United States","'Mark Sinatra', 'Robert Befidi '","'Tom Cassutt', 'David Lazier', 'David Carver', 'Jim Edmunds'",,182,-74.0060152,40.7127281,32.7762719,-96.7968559,1370.5826693384047
84,Semeia Brasil  ,Traditional,2005-06-01,"São Paulo, State of São Paulo, Brazil",Acquired,Inside Mídia Interativa,2008-09-01,1055,,https://www.linkedin.com/in/renatodesousa/,Software,"São Paulo, State of São Paulo, Brazil","'Gabriel Braga', 'Guilherme Passos ', 'Bruno Gardenal YukiharI ', 'Gabriel Migliori Neto '",'Rafael Ramalho ',,1188,-46.6333824,-23.5506507,-23.5506507,-46.6333824,0.0
85,Sean Callahan Search Fund  ,Single Sponsor,2007-11-01,"San Francisco, CA, United States",Acquired,YDesign,2008-09-01,681,,http://www.ydesigngroup.com,Manufacturing,"San Francisco, CA, United States",'Sean Callahan','Graham Weaver',,305,-122.419906,37.7790262,37.7790262,-122.419906,0.0
86,Spec Limit Capital Partners  ,Traditional,2007-06-01,"Chicago, IL, United States",Acquired,Progressive Bronze Products + add on: Chicago Copper & Iron,2008-12-01,446,http://www.speclimit.com/,http://pbronze.com/,Manufacturing,"Chicago, IL, United States",'Matt Littell ',"'Tim Ludwig', 'Edward Benford ', 'J.T. Fitzgerald', 'Daniel Campbell', 'William P.  ""Bill"" Sutter, Jr. ', 'Richardo Forrer ', 'A.J. Wasserstein'",,549,-88.125016,42.371614,42.371614,-88.125016,0.0
87,Pioneer Equity Partners  ,Traditional,2007-01-01,"Charlotte, NC, United States",Acquired,BNI Global,2009-01-01,372,http://pioneerequity.com/, http://www.bni.com,Business Services,"Charlotte, North Carolina, United States",'Graham Weihmiller',"'Jim Southern', 'Coley Andrews', 'Richard Augustyn', 'Larry Dunn', 'Brad Brown'",,731,-80.8430827,35.2272086,35.2272086,-80.8430827,0.0
88,Brown Robin Capital  ,Traditional,2007-01-01,"San Francisco, CA, United States",Acquired,OnRamp Access,2009-01-01,334,http://www.brownrobin.com/,https://www.lightedge.com/a,Business Services,"Austin, TX, United States","'Lucas Braun', 'Ryan Robinson '","'Tim Ludwig', 'Jim Southern', 'Michael De Anda ', 'Coley Andrews', 'David Carver', 'Jim Edmunds', 'Will Thorndike', 'Mike Smerklo', 'Jim Wilder', 'Mark Hilderbrand ', 'Barry Reynolds '",,731,-122.419906,37.7790262,30.2711286,-97.7436995,1499.7620648340983
89,Rational Equity  ,Traditional,2007-01-01,"St Paul, MN, United States",Acquired,WebEquity Solutions,2009-01-01,279,,https://www.moodysanalytics.com/about-us/history/web-equity-solutions-history,Software,"Omaha, NE, United States",'Doug McGregor ',"'Jim Southern', 'Coley Andrews', 'Tom Cassutt', 'David Lazier', 'David Carver', 'Jim Edmunds'",,731,-93.0949764,44.9500208,41.2587459,-95.9383758,292.5634413680451
90,Halibut Flats Partners  ,Traditional,2008-01-01,"Seattle, WA, United States",Acquired,Blue Dog Bakery,2009-02-01,510,http://halibutflatspartners.com/,http://www.bluedogbakery.com/,Retail,"Seattle, WA, United States",'Kyle Polanski ',"'Paul Davies', 'Rene Lajous', 'Chris Sekula', 'Christopher Bayley ', 'Fraser Black ', 'Chris Cunning', 'Dan Mattsen ', 'Peter Day', 'William Douglas ', 'Stuart Platt ', 'Bruce Richards ', 'Aaron Richmond ', 'Tom Varga ', 'Dale Vogel ', 'Todd Marker ', 'Andrew Whitman'",,397,-122.3300624,47.6038321,47.6038321,-122.3300624,0.0
91,Carrboro Capital  ,Traditional,2007-10-01,"Chapel Hill, NC, United States",Acquired,,2009-03-01,474,http://carrboro-capital-0.launchrock.com/,,Healthcare,,"'Benjamin Redding ', 'Brian Fauver '",'W. Clay Hammer ',,517,-79.05578,35.9131542,NaN,NaN,NaN
92,South Florida Media Group  ,Traditional,2005-05-01,"Boca Raton, FL, USA",Acquired,Welcome Wagon (marketing to new homeowners/movers),2009-06-01,1027,,http://welcomewagon.com/,Business Services,"Miami, FL, USA","'STEVEN J. GOODMAN ', 'CRAIG SWILL '",'Will Thorndike',,1492,-80.0830984,26.3586885,25.7741728,-80.19362,40.96458807624708
93,"American Franchise Company, LLC  ",Traditional,2007-06-01,"Charlotte, NC, United States",Acquired,Griswold Home Care,2009-06-01,467,,http://www.griswoldhomecare.com,Consumer Services,"Plymouth Meeting, PA, United States",'Graham Weihmiller',"'Brad Brown', 'David Carver', 'Jim Edmunds'",,731,-80.8430827,35.2272086,40.102332,-75.2743467,453.9217648903749
94,Trumpet Ventures  ,Traditional,2008-07-07,"Mountain View, CA, United States",Acquired,Trumpet Behavioral Health,2009-06-08,201,,http://www.tbh.com/,Healthcare,"Denver, CO, United States","'Chris Miller', 'Lani Fritts '","'Joel Peterson', 'Aaron Gabbart', 'Jason Shafer', 'Coley Andrews', 'Jim Southern'",,336,-122.0832101,37.3893889,39.7392364,-104.9848623,936.3897949152876
95,Caldera Capital Partners  ,Traditional,2007-08-01,"Chicago, IL, United States",Acquired,StatLab Medical Products,2009-09-01,284,http://www.calderacapitalpartners.com/,http://www.statlab.com,Healthcare,"McKinney, TX, United States","'Michael Aubrey ', 'Daniel Henn '","'Edward Benford ', 'Craig Burr ', 'Robert Dahl ', 'Bryan Daniels ', 'Bill Egan ', 'J.T. Fitzgerald', 'Paul Furlow', 'Steve Groya ', 'James Hallene ', 'Jay Kern ', 'Michael Lauesen ', 'Allan Martin ', 'Das Narayandas ', ""Michael F O'Connell"", 'Darren Snyder ', 'Jim Southern', 'Jennifer Steans ', 'Howard Stevenson ', 'Will Thorndike', 'Christopher Killackey ', 'Aaron  Mobarak'",,762,-88.125016,42.371614,33.1976496,-96.6154471,784.4057488170474
96,Lincoln Peak Capital  ,Traditional,2008-09-01,Boston Ma,Acquired,"Westfield Capital Management, L.P & Asset Management Firms",2009-12-14,1025,,,Finance,"Boston, MA, USA","'Seth Brennan ', 'Anthony Leness '","'Will Thorndike', 'Mark Hilderbrand ', 'Joe Niehaus'",,469,-71.0582912,42.3602534,42.3602534,-71.0582912,0.0
97,Ninth Street Capital Partners  ,Self Funded,2009-01-01,"Beachwood, OH, United States",Acquired,Castronics,2010-01-01,337,http://www.ninthstreetcapital.com/,,Oil and Gas,"Nebraska, United States","'Michael Grandfils', 'Patrick Dickinson'","'Charles Dickinson ', 'David Vogel ', 'Kent Weaver', 'Tim Ludwig', 'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Todd Tracey', 'Steve Nutt '",,365,-81.508732,41.464498,41.7370229,-99.5873816,932.5458114905803
98,Bluebird Investment Company  ,Traditional,2009-06-06,"San Francisco, CA, USA",Acquired,The Murphy Insurance Group,2010-01-01,67,,http://www.murphyinsurance.com/,Insurance,"Madison, WI, United States",'August Felker',"'Sandro Mina', 'Martin Steber', 'Tom Cassutt', 'David Lazier'",,209,-122.419906,37.7790262,43.074761,-89.3837613,1763.6707229736198
99,Accelon Capital  ,Traditional,2009-01-01,"San Francisco, CA, United States",Acquired,UnitedLayer,2010-01-01,351,https://unitedlayer.com/,https://unitedlayer.com/,Software,"San Francisco, CA, United States",'Abhijit Phanse ',"'Tim Ludwig', 'Joel Peterson', 'Aaron Gabbart', 'Tom Cassutt', 'David Lazier', 'Michael De Anda ', 'Jeff Stevens', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle', 'Brad Brown', 'David Carver', 'Rich Kelley', 'Jim Edmunds'",,365,-122.419906,37.7790262,37.7790262,-122.419906,0.0
100,Summit Line Capital LLC  ,Traditional,2008-10-20,"Chicago, IL, United States",Acquired,Discovery Outsourcing,2010-01-01,694,,https://www.coadvantage.com/,Business Services,"Denver, CO, United States","'Todd Beutel', 'Andrew Stohl'","'Phil Rosenbloom', 'Graham Weaver', 'Tim Ludwig'",,438,-88.125016,42.371614,39.7392364,-104.9848623,895.463651165953
101,Lila Capital Partners  ,Traditional,2008-06-01,"Sausalito, CA, United States",Acquired,HemaSource,2010-02-01,273,http://www.lilacapital.com/,http://www.hemasource.com,Healthcare,"Salt Lake City, UT, United States",'Todd Tracey',"'Craig Burr ', 'David Carver', 'Tom Cassutt', 'Bill Egan ', 'Mark Egan ', 'Rich Kelley', 'Richard Kovacevich ', 'Phelps Wood ', 'David Lazier', 'Will Thorndike', ""Michael F O'Connell""",,610,-122.485469,37.8590272,40.7596198,-111.8867975,600.5275566561921
102,Commercial Laundry Corporation  ,Self Funded,2010-03-01,"Baltimore, MD, United States",Acquired,Urban Hanger LLC,2010-03-01,383,,http://www.urbanhangerlaundry.com/,Business Services,"Baltimore, Maryland",'Brandon Rosenblatt ',,,0,-76.610759,39.2908816,39.2908816,-76.610759,0.0
103,Finrock Growth Partners  ,Traditional,2009-07-07,"Austin, TX, United States",Acquired,Workplace Answers (WPA) (formerly New Media Learning),2010-04-04,80,http://www.finrock-growth.com/,http://www.workplaceanswers.com/,Business Services,"Austin, TX, United States",'Girish Pashilkar',"'Brad Brown', 'Tom Cassutt', 'Michael De Anda ', 'Peter Francis ', 'David Lazier', 'Michael Miles', 'Sandro Mina', 'Karen Moriarty', 'Joe Niehaus', 'Kent Weaver', 'Larry Archibald', 'Rafael Somoza', 'Jos Stella', 'Will Thorndike', 'Peter Kelly', 'A.J. Wasserstein', 'Jamie Turner ', 'Andrew Saltoun ', 'Sarath Boyapati ', 'J.P. Whelan ', 'Glenn Healey', 'Zachary Urban', 'Tim Ludwig', 'Martin Steber', 'Jim Southern', 'Coley Andrews'",'Brooke Schulz Fernandez ',271,-97.7436995,30.2711286,30.2711286,-97.7436995,0.0
104,Wright Equity Partners  ,Traditional,2006-06-01,"Atlanta, GA, United States",Acquired,Ascentia Home Health,2010-07-01,282,http://www.wrightequity.com/,,Healthcare,"Bradenton, Florida, United States",'Thaddeus  Wright',"'Craig Burr ', 'David Carver', 'Julie Couillard ', 'David Dodson', 'Bill Egan ', 'Michael Kay ', 'Rich Kelley', 'Paul D. McCoy ', 'Bob Oster ', 'Jim Southern', 'Howard Stevenson ', 'Will Stevenson', 'Will Thorndike', 'Joel Peterson', 'Aaron Gabbart', 'Tom Cassutt', 'David Lazier'",'Logan Greenspan',1491,-84.3902644,33.7489924,27.4989278,-82.5748194,445.09727195403354
105,HeelHorn Partners  ,Traditional,2008-08-01,"Charlotte, NC, USA",Acquired,MSP Pump and Trench,2010-08-01,840,,http://pumpandtrench.com,Construction,"Charlotte, NC, USA","'Badge Stone', 'Tanmay Desai'",,,730,-80.8430827,35.2272086,35.2272086,-80.8430827,0.0
106,Blue Horizon Capital  ,Traditional,2008-06-01,"Los Angeles, CA, United States",Acquired,Veri-Tax,2010-08-01,278,,http://www.veri-tax.com/,Finance,"Irvine, CA, United States","'Michael Chon ', 'Jieho Lee '","'Michael De Anda ', 'Tim Ludwig', 'Bill Egan ', 'Mark Egan ', ""MK O'Connell"", ""Michael F O'Connell""",,791,-118.242766,34.0536909,33.6856969,-117.8259819,34.9024482006119
107,Mainsail Partners - EIR Zac Carman  ,Single Sponsor,2009-02-02,"San Francisco, CA, United States",Acquired,Consumer Affairs,2010-09-09,81,http://www.mainsailpartners.com/,https://www.consumeraffairs.com/,Consumer Services,"Tulsa, OK, United States",'Zac Carman',"'Gavin Turner ', 'Jason Payne ', 'David Carver', 'Jim Edmunds', 'Rich Kelley'",'Sri Bodapati',584,-122.419906,37.7790262,36.1556805,-95.9929113,1458.3307662099717
108,Bartley Capital  ,Traditional,2007-11-11,"Boston, MA, United States",Acquired,Medical Record Associates,2010-09-09,185,,http://www.mrahis.com/,Healthcare,"Quincy, MA, United States",'Charlie Saponaro',"'Sandro Mina', 'Martin Steber', 'Scott Asen', 'Craig Burr ', 'Brian Collins ', 'Bill Egan ', 'Joe Niehaus', 'Rafael Somoza', 'Jos Stella', 'Howard Stevenson ', 'Will Thorndike', 'A.J. Wasserstein'",,1033,-71.0582912,42.3602534,42.2509914,-71.0037374,8.04752663953879
109,Innova - Mex Capital LLC  ,Traditional,2009-08-01,"Bosques de las Lomas, Mexico City, Mexico",Acquired,ENKONTROL,2010-10-01,357,,http://www.enkontrol.com/,Software,"San Pedro, Nuevo Leon, Mexico","'Eduardo Clave ', 'Gustavo Fernandez '","'Sandro Mina', 'Martin Steber'",,426,-99.2454929,19.403526,25.2754851,-99.6417152,406.5021229103295
110,Sentinel Peak Capital  ,Traditional,2009-07-07,"San Francisco, CA, United States",Acquired,Arizona College,2010-10-10,174,http://sentinelpeakcapital.com/,http://www.arizonacollege.edu/,Consumer Services,"Glendale, AZ, United States",'Nick Mansour',"'Brad Brown', 'Craig Burr ', 'Tom Cassutt', 'Michael De Anda ', 'David Dodson', 'Bill Egan ', 'Peter Francis ', 'David Lazier', 'Ted McCarthy', 'Joe Niehaus', 'Bob Oster ', 'Richard Reese ', 'Jim Southern', 'Kevin Taweel', 'Will Thorndike', 'Kent Weaver', 'Ed Weisiger ', 'Coley Andrews'",,460,-122.419906,37.7790262,33.5386858,-112.1859941,644.3793215589869
111,Clarum Capital  ,Traditional,2008-06-06,"Mexico City, Mexico",Acquired,Alpha Credit,2010-11-01,124,http://clarumcapital.com/,http://alphacredit.mx/,Finance,"Mexico City, Mexico","'Jos Luis Orozco', 'Augusto Alvarez'","'Tom Matlack', 'Jim Southern', 'Jeff Stevens', 'Ritz Steytler', 'Gerald Risk', 'Richard Augustyn', 'Michael De Anda ', 'Coley Andrews', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle', 'Larry Dunn', 'Sandro Mina', 'Martin Steber'",'Miguel Garcia Ruiz',878,-99.1331785,19.4326296,19.4326296,-99.1331785,0.0
112,Capstone Equity Partners  ,Traditional,2010-05-05,"Charlotte, NC, United States",Acquired,Yoforia (frozen yogurt),2010-11-11,196,,,Retail,"Atlanta, GA, United States",'Luke Tashie',"'Sandro Mina', 'Martin Steber'",,190,-80.8430827,35.2272086,33.7489924,-84.3902644,226.3415680725886
113,Bosworth Capital Partners  ,Traditional,2008-12-01,"Chicago, IL, United States",Acquired,Midwest Supplies,2010-12-01,462,http://bosworthcapital.com/,http://www.midwestsupplies.com,Retail,"Chicago, IL, United States","'Matt Estep', 'David Kidd '","'Michael Aubrey ', 'Daniel Henn ', 'Jeff Stevens', 'Tom Cassutt', 'David Lazier', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle', 'Richard Augustyn', 'Larry Dunn'",'Mark Vanderheyden',730,-88.125016,42.371614,42.371614,-88.125016,0.0
114,"Longleaf Capital Partners, LLC  ",Traditional,2009-01-01,"Charleston, SC, United States",Acquired,"Implementing Technologies, LLC",2011-01-01,395,http://www.longleafcapitalpartners.com/,http://www.implementingtech.com,Software,"Charleston, SC, United States","'Eric Thome ', 'Mark Henderson ', 'David Slenzak', 'Barclay McFadden '","'Frank Genovese ', 'Jeff Manley '",,730,-79.9402728,32.7876012,32.7876012,-79.9402728,0.0
115,Paulus Capital (Captive Search Fund for Quantum Energy Partners)  ,Single Sponsor,2010-01-01,"Atlanta, GA, USA",Acquired,Ford Fry Restaurants,2011-01-01,1258,https://www.pauluscapital.com/,https://www.fordfry.com/,Food,"Atlanta, GA, USA",'Nicholas Fraunfelder',,,365,-84.3902644,33.7489924,33.7489924,-84.3902644,0.0
116,Nashton Partners  ,Traditional,2008-06-01,"Boston, MA, United States",Acquired,Vector Disease Control,2011-01-01,409,http://www.nashtonpartners.com/,http://www.vdci.net/,Consumer Services,"Little Rock, AR 72202 ","'Jay Davis', 'Jason Pananos'","'Jim Southern', 'Tom Cassutt', 'David Lazier', 'Jeff Stevens', 'Ashley Giesler', 'Ashford Equity Partners ', 'Dewitt Thompson ', 'Ephriam Hoover ', 'David Dodson', 'Susan Pohlmeyer', 'Kent Weaver', 'Will Thorndike', 'Jim Wilder', 'Joe Niehaus', 'Mark Hilderbrand ', 'Coley Andrews', 'Jamie Turner ', 'Kirk Riedinger', 'Marc Bellaud ', 'Oak Drive Capital ', 'Tim Ludwig', 'Peter Francis ', 'Tcg Search Investors ', 'Robert Dahl ', 'William F ', 'Greg Matthews', 'Grant Schafle'",'Amory Thorndike',944,-71.0582912,42.3602534,34.7464809,-92.2895948,1257.482877450208
117,Prospect Hill Ventures  ,Traditional,2009-08-01,"51 Melcher St. Boston, MA 0221",Acquired,PW CLAIMS SERVICES,2011-01-01,534,inactive: http://www.prospecthillventures.com/,,Business Services,"Boston, MA, United States",'Adam Ray ',,,518,-71.05003057492968,42.34921265,42.3602534,-71.0582912,0.8716816040597887
118,Sequential Capital Partners LLC  ,Traditional,2009-05-01,"Morristown, NJ, United States",Acquired,Data Fusion Technologies (DF Tech),2011-01-01,364,,http://www.dftech.com/,Business Services,"Ladera Ranch, CA, United States","'W. Todd Lawrence ', 'Ben Knoll '","'Rafael Somoza', 'Robert Dahl ', 'Jos Stella', 'Craig Burr ', 'Ted McCarthy', 'Robert Parker ', 'Jim Southern', 'A.J. Wasserstein', 'Tim Ludwig', 'Joel Peterson', 'Aaron Gabbart', 'Sandro Mina', 'Scott Asen', 'Bill Egan ', 'Jim Ellis', 'Joseph Gorman ', 'Kent Weaver', 'Paul Davies', 'Rene Lajous', 'Chris Sekula', 'Natalie Cryer', 'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Todd Tracey'",,610,-74.4809868,40.7970382,33.5510165,-117.6385401,2403.134581000588
