,name,type,formed,location_x,stage,company,acquired,searchfund_index,searchWebsite,companyWebsite,industry,location_y,searchers,investors,associates
1734,Besteagle Capital  ,Traditional,20190908,"Madrid, Spagna",Explore,,,1241,,,,,['Massimo\xa0Benincampi'],[],[]
1735,Self Funded  ,Self Funded,,"Austin, TX, USA",Explore,,,1497,,,,,['Adam\xa0Gengler'],[],[]
1736,Succession Coast Capital  ,Self Funded,20201214,"Emerald Isle, NC, USA",Search,,,1753,www.successioncoastcapital.com,,,,['Elisandro\xa0Patino'],[],[]
1737,"Argyll & Co, LLC  ",Traditional,20200801,"New Orleans, LA, USA",Search,,,2009,https://www.argyllandco.com/,,,,['Thomas\xa0Campbell'],"['Timothy\xa0Bovard', 'Jeremy\xa0Silverman', 'Chris\xa0Fuller', 'Jay\xa0Madsen ']",[]
1738,Eagle Claw Investments LLC  ,Self Funded,20170505,"Pittsburgh, PA, United States",Inactive,,,730,http://www.eagleclawinv.com/,,,,['Richard\xa0Donahue'],"['Matt\xa0Vaccariello', 'Kathleen\xa0Wallach ', 'Thomas\xa0Donahue ']","['Roberto\xa0de la Garza', 'Pat\xa0Cendes ', 'David\xa0Mitchell ']"
1739,Bastion Capital  ,Self Funded,20170801,"Atlanta, GA, USA",Search,,,986,www.bastioncap.com,,,,['Samuel\xa0Kim'],[],[]
1740,Sultana Capital  ,Traditional,20190901,"Monterrey, Nuevo Leon, Mexico",Search,,,1242,https://www.sultanacap.com/,,,,['Apolinar\xa0Toba'],"['Jamie\xa0Turner ', 'Will\xa0Thorndike', 'Mark\xa0Hilderbrand ', 'Kent\xa0Weaver', 'Sara\xa0Rosenthal', 'Badge\xa0Stone', 'Coley\xa0Andrews', 'Dan\xa0Braatz ', 'Francisco\xa0Islands ', 'Andrew\xa0Saltoun ', 'Stephen\xa0Clearman', 'Lucas\xa0Braun', 'Ryan\xa0Robinson ', 'Jason\xa0Pananos', 'Jay\xa0Davis', 'Norman\xa0Duffett', 'Bernardo\xa0Garza Quiroga', 'Jan\xa0Simon', 'Capital\xa0Increase ']",[]
1741,Forest Park Capital  ,Traditional,20200714,"St. Louis, MO, USA",Search,,,1498,www.forestpark-capital.com,,,,['Betsy\xa0Brandt'],"['Greg\xa0Geronemus', 'David\xa0Rosner ', 'Will\xa0Bressman', 'Tiffany\xa0Augustyn', 'Rick\xa0Taketa', 'Kent\xa0Weaver', 'Rich\xa0Kelley', 'Royce\xa0Yudkoff']",[]
1742,Fairway Transitions  ,Self Funded,,"San Francisco, CA, USA",Search,,,1754,www.fairwaytransitions.com,,,,['Chris\xa0Williams'],[],[]
1743,Erdoni LLC  ,Traditional,20200801,"Boston, Massachusetts, United States",Search,,,2010,https://www.erdoni-llc.com/,,,,['Chris\xa0Czarnowski'],"['Timothy\xa0Bovard', 'Jeremy\xa0Silverman', 'Chris\xa0Fuller', 'Jay\xa0Madsen ']",[]
1744,Ocean Trail Partners  ,Traditional,20161201,"Boston, MA, United States",Search,,,731,https://www.oceantrailpartners.com/,,,,['Amory\xa0Thorndike'],"['Will\xa0Thorndike', 'Jason\xa0Pananos', 'Jay\xa0Davis', ""John\xa0O'Connell"", 'Kent\xa0Weaver', 'Jamie\xa0Turner ', 'Kirk\xa0Riedinger', 'Matthew\xa0Burr', 'Bill\xa0Egan ', 'Mark\xa0Egan ', 'Coley\xa0Andrews', 'Jim\xa0Southern', 'Brad\xa0Brown', 'Lanny\xa0Thorndike ', 'Lanny\xa0Thorndike ', 'Joe\xa0Niehaus', 'Gerald\xa0Risk', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'David\xa0Dodson', 'Susan\xa0Pohlmeyer', 'Michael\xa0Miles', 'Carlos\xa0Saez', 'Ashford\xa0Equity Partners ', 'Todd\xa0Tracey']","['Michael\xa0Suglia', 'Justin\xa0Yannix']"
1745,Coyam Group  ,Traditional,20181022,"Santiago, Chile",Inactive,,,987,https://www.coyamgroup.com/,,,,"['Guillermo\xa0Hirmas', 'Pablo\xa0Velarde']",[],[]
1746,Sultana Capital  ,Traditional,20190902,"San Pedro Garza García, Nuevo Leon, Mexico",Search,,,1243,www.sultanacap.com,,,,"['Apolinar\xa0Toba', 'Santiago\xa0Valdez']","['Javier\xa0Paez', 'Angel\xa0Alvarez Cadavieco', 'Guillermo\xa0Zambrano', 'J.T.\xa0Fitzgerald', 'Andrew\xa0Saltoun ', 'Jamie\xa0Turner ', 'Will\xa0Thorndike', 'Tushar\xa0Shah', 'Kent\xa0Weaver', 'Lucas\xa0Braun', 'Ryan\xa0Robinson ', 'Gerald\xa0Risk', 'Sara\xa0Rosenthal', 'Jason\xa0Pananos', 'Jay\xa0Davis', 'Badge\xa0Stone', 'Macon\xa0Carroll', 'Orca\xa0Capital ', 'Coley\xa0Andrews', 'Bernardo\xa0Garza Quiroga', 'Francisco\xa0Islas ', 'Dan\xa0Braatz ', 'Jan\xa0Simon', 'Kevin\xa0Oxendine', 'Mark\xa0Hilderbrand ', 'Norman\xa0Duffett', 'Sam\xa0Duprey ', 'Francisco\xa0Islands ', 'Stephen\xa0Clearman']",[]
1747,Platinum Lakes Capital  ,Self Funded,20200713,"Chicago, IL, USA",Explore,,,1499,,,,,['Casey\xa0Cruzon'],[],[]
1748,Venice Hudson  ,Self Funded,20201101,"New York, NY, USA",Search,,,1755,www.venicehduson.com,,,,['Aldo\xa0Merlo'],[],[]
1749,Roliston LLC  ,Traditional,20200601,"Boston, Massachusetts, United States",Search,,,2011,https://www.roliston.com/,,,,['Lee\xa0Howell'],"['Timothy\xa0Bovard', 'Jeremy\xa0Silverman', 'Chris\xa0Fuller', 'Jay\xa0Madsen ']",[]
1750,Persevia  ,Traditional,,"Houston, TX, USA",Raise,,,988,www.persevia.com,,,,"['Samuel\xa0Garcia Cuellar', 'Alfonso\xa0Perez Davalos']",[],[]
1751,Collingwood Capital  ,Self Funded,20200706,"Calgary, AB, Canada",Explore,,,1500,https://www.collingwood-capital.com/,,,,['Shannon\xa0Chmelyk'],[],[]
1752,Maple House Capital  ,Traditional,20210205,"Horsham, UK",Raise,,,1756,maplehousecapital.com,,,,['Innocent\xa0Udia'],[],[]
1753,Casparis  ,Traditional,20200801,"Boston, Massachusetts, United States",Search,,,2012,https://www.casparis-llc.com/,,,,['Refael\xa0Klein'],"['Timothy\xa0Bovard', 'Jeremy\xa0Silverman', 'Chris\xa0Fuller', 'Jay\xa0Madsen ']",[]
1754,Alhambra Growth Partners  ,Single Sponsor,20160101,"Chicago, IL, United States",Search,,,221,http://alhambragrowthpartners.com/,,,,"['Reid\xa0Tileston', 'Trevor\xa0Tileston ']",[],[]
1755,Copper Orchid Capital  ,Traditional,20180901,"Chicago, IL, USA",Search,,,989,https://copperorchidcapital.com/,,,,['Lauren\xa0Richardson'],"['Walter\xa0Scott ', 'Jim\xa0Sharpe', 'Catherine\xa0Slater']",[]
1756,Drup Ventures  ,Traditional,20190903,"Burleson, TX, USA",Raise,,,1245,https://drupsventures.com/,,,,"['Joseph\xa0Drups ', 'Keith\xa0Brown ']",[],[]
1757,Cox/Grimes  ,Self Funded,20200401,"Raleigh, NC, USA",Search,,,1501,,,,,"['Austin\xa0Grimes', 'Matthew\xa0Cox']",[],[]
1758,Octillion Capital Partners  ,Self Funded,20201115,"London, UK",Search,,,1757,https://octillioncapitalpartners.com/index.html,,,,['Ayo\xa0Disu'],[],[]
1759,Penn Livingston & Co LLC  ,Traditional,20200801,"New Orleans, Louisiana, United States",Search,,,2013,https://www.livingstonandco.com/,,,,['Stacey\xa0Krauss'],"['Timothy\xa0Bovard', 'Jeremy\xa0Silverman', 'Chris\xa0Fuller', 'Jay\xa0Madsen ']",[]
1760,Nemean Capital  ,Traditional,20180102,"New York, NY, United States",Raise,,,734,https://www.nemeanpride.com/contact/,,,,['Nicco\xa0Leone'],[],[]
1761,Palmbrook Capital  ,Traditional,20190201,"Durham, NC, USA",Search,,,990,www.pbrookcapital.com,,,,['CJ\xa0Casselli'],"['Brent\xa0Burgess ', 'Thomas\xa0Cassutt ']",[]
1762,NZ Opportunity Partners  ,Self Funded,20171027,"Auckland, New Zealand",Search,,,1246,,,,,['David\xa0Sweas '],['Andrew\xa0Lu '],[]
1763,"Iconic Financial Holdings, LLC  ",Traditional,20200623,"Houston, TX, USA",Raise,,,1502,www.iconicfinancialholdings.com,,,,['Paul\xa0Stephens'],[],[]
1764,"Seph Acquisitions, LLC",Self Funded,20200806,"Rhode Island, USA",Search,,,1758,sephacquisitions.com,,,,[],[],[]
1765,Tree Water Cap  ,Traditional,20200818,"New York, NY, USA",Explore,,,2014,https://www.google.com/,,,,['Alex\xa0Wang'],[],[]
1766,Natural Bridge Capital  The University of North Carolina at Chapel Hill - Kenan-Flagler Business School,Self Funded,20150606,"North Carolina, United States",Inactive,,,223,,,,,['Michael\xa0Davis'],[],[]
1767,Delphis Capital  Stanford University - Graduate School of Business,Traditional,20071001,"San Jose, CA, United States",Inactive,,,479,,,,,['Patrick\xa0Arippol '],[],[]
1768,Atlantic Growth Partners  ,Traditional,20140101,"New York, NY, United States",Inactive,,,735,,,,,['Allie Ahalya\xa0Nava'],"['Richard\xa0Augustyn', 'Larry\xa0Dunn']",[]
1769,NoNameYet  ,Traditional,,Germany,Raise,,,991,,,,,['Hannes\xa0Schill'],[],[]
1770,Mitchell Street Capital  ,Self Funded,20190825,"San Jose, CA, USA",Search,,,1247,https://www.mitchellstreetcapital.com,,,,['Daniel\xa0Scott'],[],[]
1771,Consultant at McKinsey & Company  ,Self Funded,,"Atlanta, GA, USA",Explore,,,1759,,,,,['Justin\xa0Collins'],[],[]
1772,Oasis Capital Israel  ,Traditional,20210428,"Tel Aviv-Yafo, Israel",Search,,,2015,,,,,['Lior\xa0Zichron'],"['Sandro\xa0Mina', 'Felipe\xa0Corcuera', 'Warren\xa0Chan', 'Clement\xa0Lucas', 'Cecilia\xa0Lulli', 'Stephanie\xa0Warner ', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Vince\xa0Vo ', 'Greg\xa0Matthews', 'Mike\xa0Mahre ', 'Bret\xa0Comolli', 'Jim\xa0Ellis', 'Gerald\xa0Risk', 'Kevin\xa0Taweel', 'Moudi\xa0(Mordechai) Ben Shach ', 'Jan\xa0Simon', 'Kristoff\xa0Puelinckx', 'Omer\xa0Ben Shach']",[]
1773,J Capital Partners  ,Self Funded,20160101,"Madrid, Spain",Search,,,224,http://jcapitalpartners.es/,,,,['Javier\xa0Fernandez'],"['Carlos\xa0Gila', 'Jorge\xa0Montes ']",[]
1774,"Denver Growth Partners, LLC  Harvard University - Harvard Business School",Traditional,20050401,"Denver, CO, United States",Inactive,,,480,,,,,"['Robb\xa0Caseria ', 'Ethan\xa0Martin ']",[],[]
1775,COI Holdings  ,Traditional,20170701,"Los Angeles, CA, USA",Search,,,1248,https://coiholdings.org,,,,['Dustin\xa0Carreon'],[],[]
1776,Single Anchor Capital  ,Self Funded,20200318,"Washington, USA",Search,,,1504,www.singleanchorcapital.com,,,,['Will\xa0Favia'],[],[]
1777,AEOLA Health Solutions  ,Traditional,20200601,"Miramar, FL, USA",Search,,,1760,Aeolahealthsolutions.com,,,,['Michael\xa0Ezem'],[],[]
1778,Bold Bridge Capital  ,Self Funded,20210501,"Austin, TX, USA",Search,,,2016,,,,,['Jeff\xa0Dyck'],[],[]
1779,Captiva Partners  London Business School,Self Funded,20131111,"London, United Kingdom",Search,,,225,http://www.captiva-uk.com/,,,,"['Harry\xa0Cuadrado ', 'Hans\xa0Weemaes']",[],[]
1780,Quantico Capital Partners  ,Traditional,20180401,"Buenos Aires, CABA, Argentina",Search,,,737,www.quanticocapitalpartners.com,,,,['Bernardo\xa0Loitegui'],"['Jorge\xa0Maortua ', 'Miguel Angel\xa0Cestero de Francisco ', 'Daniel\xa0Palacios', 'Alfredo\xa0Irigoin ', 'Carlos\xa0Herminio Blaquier ', 'Tushar\xa0Shah', 'Mark\xa0Egan ', 'Bill\xa0Egan ', 'Rajesh\xa0Sood ', 'Jose\xa0M Cabiedes ', 'Scott\xa0Asen', 'Peter\xa0Schober', 'Jan\xa0Simon', 'José\xa0Moreno', 'Francisco\xa0Galiana ', 'José\xa0M. Jeréz ', 'Marcelo\xa0Castro Zappa', 'Miguel\xa0 Albero ', 'Simon\xa0Webster']",[]
1781,Creo  ,Traditional,20181115,"New York, NY, USA",Explore,,,993,,,,,['Sadia\xa0Sharmin'],[],[]
1782,Henley Park Capital - Search  ,Traditional,20190827,"Washington D.C., DC, USA",Raise,,,1249,,,,,['Otis\xa0Ofori'],[],[]
1783,Aldrich Holdings  ,Self Funded,,"Huntsville, AL, USA",Search,,,1761,www.aldrichholdings.com,,,,['Brock\xa0Wilson'],[],[]
1784,Kingsway CAP II  ,Single Sponsor,20210601,"Atlanta, GA, USA",Search,,,2017,http://www.kingsway-financial.com/,,,,['Charles\xa0Mokuolu'],[],[]
1785,Lomba Capital  ,Traditional,20151010,"Barcelona, Spain",Inactive,,,226,http://lombacapital.com/,,,,['Ricky\xa0Velilla Flores'],"['José\xa0Stella', 'Jose\xa0M Cabiedes ', 'Rob\xa0Johnson ', 'Frank\xa0Kenny ', 'León\xa0Bartolomé ', 'Carlos\xa0Gila', 'Coley\xa0Andrews', 'Francisco\xa0Galiana ', 'Jürgen\xa0Rilling ', 'José\xa0M. Jeréz ', 'Jorge\xa0Maortua ', 'Marcelo\xa0Castro Zappa', 'Simon\xa0Webster', 'Miguel Angel\xa0Cestero de Francisco ', 'Jim\xa0Southern', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Miguel\xa0 Albero ', 'Will\xa0Thorndike']",['Jean Paul\xa0Destarac']
1786,Amroth Capital  ,Self Funded,20170603,"Baulkham Hills NSW 2153, Australia",Search,,,738,https://www.amrothcapital.com/,,,,['Brett\xa0Mather'],[],[]
1787,Crestone Analytics  ,Self Funded,20181117,"Denver, CO, USA",Search,,,994,,,,,['Ram\xa0Balakumar'],[],[]
1788,Brackenwell LLC  ,Traditional,20190516,"Vermont, USA",Explore,,,1250,www.brackenwell.com,,,,['Anne Marie\xa0Pecha'],[],[]
1789,Ancora Capital  ,Traditional,20200801,"Monterrey, Nuevo Leon, Mexico",Explore,,,1506,www.ancora-capital.com,,,,['Diego\xa0Rodriguez  '],[],[]
1790,Big Cove  ,Traditional,20200203,"Atlanta, GA, USA",Search,,,1762,https://www.bigcovepartners.com/,,,,['Bill\xa0Igou '],"['Kent\xa0Weaver', 'Rameez\xa0Ansari ', 'Steve\xa0Lau ', 'Coley\xa0Andrews', 'Jim\xa0Southern', 'Scott\xa0Alderman', 'Ed\xa0Weisiger ', 'Badge\xa0Stone', 'Brad\xa0Brown', 'Mark\xa0Selcow ', 'Matt\xa0Glickman ', 'Rick\xa0Gustafson ', 'Lucas\xa0Braun', 'Mahesh\xa0Rajasekharan', 'G.J.\xa0King ', 'Will\xa0Bressman']",[]
1791,Ferrite Capital  ,Self Funded,20210501,"Detroit, MI, USA",Search,,,2018,https://ferritecapital.com/,,,,['Hugo\xa0Fritsch'],[],[]
1792,Succession Associates  Handelshochschule Leipzig,Traditional,20150909,"Frankfurt am Main, Germany",Search,,,227,http://www.succession-associates.de/,,,,['Kilian\xa0Lamprecht'],"['Ulrich\xa0Weinreuter ', 'Jürgen\xa0Rilling ', 'Simon\xa0Webster', 'Kirk\xa0Riedinger', 'Ritz\xa0Steytler', 'Jose\xa0M Cabiedes ', 'Luis\xa0Cabiedes', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Jan-Henning\xa0Woitschatzke', 'Frank\xa0Kenny ', 'Bill\xa0Egan ', 'Peter\xa0Schober', 'Luis\xa0Navarro ', 'Miguel\xa0 Albero ', 'Rob\xa0Johnson ', 'León\xa0Bartolomé ', 'Miguel Angel\xa0Cestero de Francisco ', 'Francisco\xa0Galiana ', 'José\xa0M. Jeréz ', 'Jorge\xa0Maortua ', 'Marcelo\xa0Castro Zappa']",[]
1793,NextGen Growth Partners  ,Traditional,20170930,"Chicago, IL, USA",Search,,,1251,https://nextgengp.com/,,,,['Scott\xa0Van Duinen'],[],[]
1794,GREITER Ag Fund  ,Traditional,20200803,"Monterrey, Nuevo Leon, Mexico",Explore,,,1507,,,,,['Diego\xa0Rodriguez'],[],[]
1795,F/AS Ventures  ,Self Funded,,"Los Angeles, California, United States",Raise,,,1763,https://www.fas.ventures/,,,,['Devon\xa0Ferreira'],[],[]
1796,Crete Mechanical Group  ,Self Funded,20200514,"NYC, NY, USA",Explore,,,2019,https://cretemechanical.com/,,,,['Benjamin\xa0Palin'],[],[]
1797,Shoreline Growth Capital  ,Traditional,20150909,"Minneapolis, MN, United States",Inactive,,,228,http://www.shorelinegp.com/,,,,"['Spenser\xa0Frank', 'Nick\xa0Arellano']","['Will\xa0Thorndike', 'Jim\xa0Wilder', 'Joe\xa0Niehaus', 'Tushar\xa0Shah', 'Stephen\xa0Clearman', 'Jim\xa0Southern', 'Coley\xa0Andrews', 'Scott\xa0Alderman', 'Cregg\xa0Baumbaugh', 'Mitch\xa0Cohen', 'Robert\xa0Dahl ', 'Chris\xa0Brooks ', 'David\xa0Dodson', 'Jim\xa0Johnson', 'Kent\xa0Weaver', 'Bill\xa0Egan ', 'Matt\xa0Diamond', 'Michael\xa0Litt ', 'Will\xa0Stevenson', 'Howard\xa0Stevenson ', 'Ted\xa0McCarthy', 'Jim\xa0Ellis', 'Gerald\xa0Risk', 'Kevin\xa0Taweel']",[]
1798,Agape Capital  ,Single Sponsor,20170601,"Irving, TX, United States",Inactive,,,740,www.capitalagape.com,,,,['Xavier\xa0Autrey Holschneider'],['Invictus\xa0Management '],[]
1799,"One In A Row Ventures, LLC  ",Traditional,20180801,"Pensacola, FL, USA",Search,,,996,www.oneinarow.com,,,,['Jason\xa0Crawford'],[],[]
1800,Evergreen Growth Partners  ,Traditional,20200901,"Foster City, CA, USA",Search,,,1508,https://www.evergreen-gp.com/,,,,['Matthew\xa0Udomphol'],"['Alex\xa0Gelman', 'Andy\xa0Love', 'Lucas\xa0Braun', 'Ryan\xa0Robinson ', 'Max\xa0Korenvaes ', 'Mark\xa0Sinatra', 'Tyler\xa0Coats', 'Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Tiffany\xa0Augustyn', 'David\xa0Dodson', 'Susan\xa0Pohlmeyer', 'Will\xa0Thorndike', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Jim\xa0Southern', 'Coley\xa0Andrews', 'Scott\xa0Alderman', 'Cregg\xa0Baumbaugh', 'Mitch\xa0Cohen', 'Aaron\xa0Perrine', 'Saumil\xa0Jariwala']",[]
1801,Korea Search Investment Partners  ,Traditional,20210705,"Seoul, South Korea",Raise,,,1764,https://www.koreasearchinvestments.com,,,,"['Charles\xa0Ryu', 'Taeksu\xa0Wang']",[],[]
1802,Restaurant Acquisition Partners  ,Self Funded,20210501,"Miami, FL, USA",Search,,,2020,www.restaurantacquisitionpartners.com,,,,['Greg\xa0Bourassa'],[],[]
1803,Tera Capital  ,Traditional,20160606,"Polanco I Sección, Mexico City, Mexico",Inactive,,,229,inactive: http://teracapital.mx/,,,,"['Santiago\xa0Villalobos', 'Jose Eduardo\xa0Guraieb Monroy']","['Sandro\xa0Mina', 'Martin\xa0Steber', 'Guillermo\xa0Zambrano', 'Angel\xa0Alvarez Cadavieco']",[]
1804,Providence Friends Capital (HWI Partners - Search Fund II)  ,Traditional,20050101,"Philadelphia, PA, United States",Inactive,,,485,https://providencefriendscapital.com/,,,,['Martin\xa0Hunt '],"['Bertram\xa0Scott ', 'Earl\xa0F.Hilliard ', 'Brian\xa0Holland ', 'Lee\xa0Ciccarelli ', 'Preston\xa0Polk ', 'Stephen\xa0Hurly ', ""Michael F\xa0O'Connell"", 'Joe\xa0McGhee', 'Will\xa0Thorndike', 'Alexander\xa0Wit ']",[]
1805,"Summer Mornings Legacy Partners, LLC  ",Self Funded,,"Pittsburgh, PA, USA",Search,,,997,https://www.summermorningsllc.com/,,,,['Nick\xa0Barone'],[],[]
1806,Glen Highlands Partners  ,Traditional,20180901,"San Francisco, CA, USA",Search,,,1253,,,,,"['Fred\xa0Studier', 'Brendan\xa0McLoughlin ', 'Joe\xa0Siedel']","['Will\xa0Thorndike', 'Mark\xa0Hilderbrand ', 'Barry\xa0Reynolds ']",[]
1807,Dynamis Capital  ,Self Funded,20191101,"Raleigh, NC, USA",Search,,,1509,,,,,['Austin\xa0Adams'],[],[]
1808,Navega Capital SL  ,Traditional,20190601,"Madrid, Spain",Explore,,,1765,https://www.navegacapital.com/,,,,['Rafael\xa0Moreno Alcolea '],[],[]
1809,Audentes  ,Traditional,,"Barcelona, Spain",Explore,,,2021,,,,,['Noel\xa0Ortiz'],[],[]
1810,"Euston Capital, Ltd.  ",Self Funded,20140301,"Hertfordshire, United Kingdom",Search,,,486,http://www.eustoncapital.com/get-in-touch.html,,,,"['Rajiv\xa0Bhala ', 'Max\xa0Silver ', 'James\xa0Lester ']",[],[]
1811,Cohesium Entrepreneurs  ,Traditional,20181107,"Paris, France",Search,,,998,https://www.linkedin.com/company/cohesium-entrepreneurs/,,,,['Nicolas\xa0Pierret'],[],[]
1812,Caribou Capital,Self Funded,20190101,London,Search,,,1254,www.cariboucapital.co.uk,,,,[],[],[]
1813,Tychus & Ed Capital LLC  ,Single Sponsor,,"Delaware, USA",Explore,,,1510,,,,,['Edem\xa0Lawson'],[],[]
1814,Crux Capital Partners  ,Traditional,20210101,"Sydney NSW, Australia",Explore,,,1766,www.cruxcapitalpartners.com,,,,['Orlando\xa0Guerra'],[],[]
1815,Architectural / Engineering Services  ,Single Sponsor,20210606,Florida,Explore,,,2022,,,,,['Kaleb\xa0Soller'],[],[]
1816,"Faircrest Capital, LLC  Stanford University - Graduate School of Business",Traditional,19980501,"Issaquah, WA, United States",Inactive,,,487,,,,,['Edward\xa0Yim '],[],[]
1817,Equyti Capital  ,Traditional,20181207,"Austin, TX, USA",Raise,,,999,www.equyti.com,,,,['Leandro\xa0Maya'],[],[]
1818,Icosian Capital  ,Traditional,20210301,"Dallas, TX, USA",Search,,,2023,icosiancapital.com,,,,['Shree\xa0Kodavatiganti'],[],[]
1819,Braxos Capital  Stanford University - Graduate School of Business,Self Funded,20120707,"Milwaukee, WI, United States",Inactive,,,232,,,,,['Ben\xa0Kessler'],[],[]
1820,Hardwood Hollow  ,Self Funded,20171001,"Jackson, MS, United States",Search,,,744,www.hardwoodhollow.com,,,,['David\xa0Davis'],[],[]
1821,Chestnut Lane Capital  ,Traditional,,"Toronto, ON, Canada",Explore,,,1000,,,,,['Prashanth\xa0Gopalan'],[],[]
1822,Crownstar Capital Partners  ,Single Sponsor,20190901,"New York, NY, USA",Search,,,1256,https://www.crownstarcapital.com,,,,['Allam\xa0Taj'],[],[]
1823,Ducato Capital  ,Traditional,20200701,"São Paulo, State of São Paulo, Brazil",Raise,,,1512,www.ducatocapital.com,,,,"['Luís\xa0Dearo', 'Luis\xa0Oliani']",[],[]
1824,"Birch Heritage Partners, LLC  ",Traditional,20210408,"Chicago, IL, USA",Search,,,2024,https://www.birchheritage.com/,,,,"['Michael\xa0Simms', 'Richard\xa0Si ']",[],[]
1825,Pacific Growth Partners  Stanford University - Graduate School of Business,Self Funded,20120707,"Palo Alto, CA, United States",Inactive,,,233,http://www.pacificgrowthpartners.com/,,Business Services,,"['Ryan\xa0Kluft', 'Mats\xa0Bergstrom']",[],[]
1826,Mayborn Capital  ,Self Funded,20171030,"Dallas, TX, United States",Search,,,745,https://www.mayborncapital.com/,,,,['Jonathan\xa0Dietz'],[],[]
1827,DVP Capital  ,Traditional,20190915,"Minneapolis, MN, USA",Raise,,,1257,,,,,['Derek\xa0van der Plaat'],[],[]
1828,Avneet  ,Traditional,20200725,"Mountainside, NJ, USA",Raise,,,1513,WWW.AVNEETH.COM,,,,['Torey\xa0Hall'],[],[]
1829,Goldmatch Capital Partners  ,Traditional,20200701,"Dallas, TX, USA",Acquired,OneShield Software (P&C Insurance Solutions),,1769,https://www.goldmatchcapital.com/,https://oneshield.com/,Software,"Marlborough, MA, USA",['Brandon\xa0Parker'],"['Larry\xa0Dunn', 'Richard\xa0Augustyn', 'Tiffany\xa0Augustyn']",[]
1830,"Birch Heritage Partners, LLC  ",Traditional,20210408,"Chicago, IL, USA",Search,,,2025,https://www.birchheritage.com/,,,,"['Richard\xa0Si', 'Michael\xa0Simms']",[],[]
1831,Caatinga Capital  ,Traditional,20181223,"Fortaleza - State of Ceará, Brazil",Search,,,1002,www.caatingacapital.com,,,,"['Marcelo\xa0Gomes', 'Rogerio\xa0Santos']","['Rameez\xa0Ansari ', 'Steve\xa0Lau ', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Tobias\xa0Raeber ', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Walker\xa0Hobson', 'Macon\xa0Carroll', 'Badge\xa0Stone', 'Cecilia\xa0Lulli', 'Felipe\xa0Corcuera', 'Javier\xa0Paez', 'Guillermo\xa0Zambrano', 'Mario\xa0Sicilia ', 'Jan\xa0Simon', 'Alexander\xa0Saller', 'Rafael\xa0Bassani', 'Kurt\xa0Leedy', 'Jamie\xa0Turner ', 'Lucas\xa0Braun', 'Ryan\xa0Robinson ', 'Esteban\xa0Kallay', 'Kent\xa0Weaver', 'Lysandra\xa0Alves ', 'Thiago\xa0de Assis Silva', 'Paulo\xa0Henrique Landim Junior', 'Rafael\xa0Somoza', 'José\xa0Stella']",[]
1832,Atlante Capital  ,Traditional,,"São Paulo, State of São Paulo, Brazil",Raise,,,1514,,,,,['Caio\xa0Nascimbeni'],[],[]
1833,Icosian Capital  ,Traditional,,"Dallas, TX, USA",Search,,,2026,Icosiancapital.com,,,,['Landen\xa0Shirley'],[],[]
1834,"1912 Capital  Indiana University, Bloomington/Indianapolis - Kelley School of Business",Self Funded,20170201,"Phoenix, AZ, United States",Explore,,,491,,,,,"['Tony\xa0Perone', 'Chase\xa0Lane']",[],[]
1835,Peepal Tree Capital  ,Traditional,20171101,"Hoboken, NJ, United States",Search,,,747,peepaltreecapital.com,,,,['Prathamesh\xa0Naik'],"['Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Todd\xa0Tracey', 'Andy\xa0Love', 'Brad\xa0Buser', 'B.A.\xa0Cullum', 'Sandro\xa0Mina', 'Martin\xa0Steber', ""MK\xa0O'Connell"", 'Matt\xa0Friesl ', 'Tom\xa0Cassutt', 'David\xa0Lazier', 'Scott\xa0Asen', 'Tushar\xa0Shah', 'Gerald\xa0Risk', 'Ted\xa0McCarthy', 'Kent\xa0Weaver', 'Matthew\xa0Burr', 'Peter\xa0Schober', 'Jan-Henning\xa0Woitschatzke', 'Brad\xa0Brown', 'Charbel\xa0Zreik']","['Jeff\xa0Listhaus', 'Matt\xa0Greenberg ', 'Benjamin\xa0Feder', 'Jordan\xa0Gluck ', 'Afsheen\xa0Ayaz ', 'Yuthika\xa0Shetty', 'Aarti\xa0Salyankar']"
1836,"OsCarKeyClub, LLC - Classic Car Fund sponsored by AutoMaximizer, Inc.  ",Single Sponsor,20191001,"Forty Fort, PA, USA",Explore,,,1259,http://www.oscarkeyclub.com/,,,,['Eric\xa0Melin'],[],[]
1837,"Washington Square Capital, LLC  ",Self Funded,20200601,"New York, NY, USA",Search,,,1515,washingtonsqcapital.com,,,,"['Colin\xa0Walsh', 'David\xa0Lim', 'Rich\xa0Bubbico']",[],[]
